,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
471,ተቃዋሚ,ፓርቲ,ደገፈ,ተከላከለ,አጠቃላይ,ኢትዮጵያ,ህዝብ,ደንብ,ተገነዘበ,ሰአት,መብት,ቆመ,ተዘጋጀ,,,,,,,,,,,,,,,
472,ትክክል,ህዝብ,ወከለ,ክልል,መራ,ድረስ,ተላላከ,ሀገር,ራስ,ጥቅም,ቀደመ,ግልጽ,,,,,,,,,,,,,,,,
473,ምስራቅ,ጎጃም,መስተዳድር,ዞን,እነብሴ,ሳር,ምድር,ወረዳ,ሩብ,አመት,ምክር,ቤት,ደበነ,ጉባኤ,ተካሄደ,,,,,,,,,,,,,
474,ማስታወሻ,ረጋ,አለ,እኛ,አለፈ,ቸገረ,ተረፈ,,,,,,,,,,,,,,,,,,,,,
475,ትንሽ,ጊዜ,አዘዘ,ሁሉ,እኔ,ብዙ,ጊዜ,ላከ,,,,,,,,,,,,,,,,,,,,
476,አማራ,ከበበ,አሳምነው,ጽጌ,ጀግና,ጎበዝ,ወገን,ከበበ,ነፍጥ,አነሳ,ግዴታ,ወያኔ,ሰሜን,በላ,ደቡብ,ምስራቅ,አማራ,ጦርነት,ከፈተ,ቀረረ,መሰለ,,,,,,,
477,ኢትዮጵያ,ግብጽ,ሱዳን,ህዳሴ,ግድብ,ውይይት,አለ,ስምምነት,ተጠነቀቀ,ውይይት,አለ,ስምምነት,ቈጨ,ተከተለ,ኢትዮጵያ,ውሀ,መስኖ,ኢነርጂ,ሚኒስትር,ኢንጂነር,ሺ,በቀለ,ተናገረ,መሀል,,,,
478,cnj,አለ,ጠዳ,ቤት,ድርግ,በቃ,ሰው,ካደ,cnj,ገባ,,,,,,,,,,,,,,,,,,
479,ኢትዮጵያዊ,ሀይማኖት,ባህላዊ,አምልኮ,መሰል,ጠቀመ,ሰው,ጠበቀ,ቸገረ,ነፈሰ,ብርር,ሳይንሳዊ,ነገደ,,,,,,,,,,,,,,,
480,ገደለ,ተንከባከበ,አል,ግድያ,መብት,ሞገተ,ሚዛናዊ,ሰው,cnj,ቆመ,መቀመጫ,አጣ,ተባለ,,,,,,,,,,,,,,,
481,ተማረ,ለቀቀ,ሚና,ከፍተኛ,ደነበረ,አቶ,ንጉሱ,ጥላሁን,ዜና,ቀረበ,ዋልታ,,,,,,,,,,,,,,,,,
482,ምን,አየለ,ደገመ,ህጻን,ልጅ,ጕርስ,intrj,ናደ,ልጅ,ሞላ,ኋላ,ጕርስ,ጠበቀ,አለ,,,,,,,,,,,,,,
483,ጥቅል,ጎመን,አይብ,ውጥእ,ሰው,,,,,,,,,,,,,,,,,,,,,,,
484,እኔ,ቀና,ሰባ,ሰው,ችግር,ገባ,ቅን,ባረከ,አንተ,አይነት,ሀላፊነት,ሰማ,ሰው,ተሰፋ,አለ,ወደደ,,,,,,,,,,,,
485,ሽብር,ተግባር,ክልል,ሄደ,,,,,,,,,,,,,,,,,,,,,,,,
486,አይነት,ውሳኔ,ጐዳ,አለ,ማህበረሰብ,ቸገረ,አንገት,ደፋ,ቤተሰብ,አሰበ,ተማረ,ያለው,አሰበ,ፈለገ,ወቃ,ሁሉ,ተባለ,,,,,,,,,,,
487,ጠፋ,ዋለ,መልቲ,ጌጥ,ነው,ድንቁርና,ገደለ,ሎቲ,ጠየቀ,ዮሀንስ,አድማስ,,,,,,,,,,,,,,,,,
488,ኦማን,ብልጽግና,ተሻገረ,ታሪካዊ,ሱልጣን,አመት,አረፈ,,,,,,,,,,,,,,,,,,,,,
489,ወደደ,intrj,ተስፋ,ቃል,አለ,እግዚአብሄር,ፍርሀት,ቅድስና,ፍጹም,ድርግ,ስጋ,ነፈሰ,ረከሰ,ራስ,,,,,,,,,,,,,,
490,አሜሪካ,ህዳሴ,ግድብ,አዲ,ስምምነት,ሰነድ,ቀረበ,ፍላጎት,አለ,,,,,,,,,,,,,,,,,,,
491,ሚደቅሳ,ቆይታ,ኦሮሞ,ነው,አለ,,,,,,,,,,,,,,,,,,,,,,,
492,ከተማ,አደረ,ከተማ,ነዋሪ,ህይወት,ቀየረ,ድርግ,አለ,እንቅስቃሴ,ደነቀ,ህዝብ,ምክር,ቤት,ገለጸ,የማነ,ኑሮ,ቀየረ,ነገረ,,,,,,,,,,
493,ጋዜጠኛ,እስክንድር,ነጋ,መራ,አበባ,አደራ,ምክር,ቤት,ራስ,ፖለቲካ,ፓርቲ,ቀየረ,ላመ,ስብሰባ,አቀደ,ስብሰባ,መንግስት,ጸጥታ,ሀይል,,,,,,,,,
494,ወለጋ,ጉጂ,ቦረና,ተደረገ,ጦርነት,ብሄር,ብሄረሰብ,መሀከል,ቤት,ኦሮሞ,ህዝብ,post,ውግድ,ሁሉ,ሀይል,ግዴታ,,,,,,,,,,,,
495,ተናገረ,ፊት,አሰበ,ተገናዘበ,ረዳ,ስሜት,ጸዳ,በቃ,መረጃ,ያዘ,ግድ,,,,,,,,,,,,,,,,,
496,ሴት,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,አቢይ,መንግስት,ኦሮሚያ,ዘጋ,አማራ,ክልል,ዩኒቨርሲቲ,ክፍት,ድርግ,ኦሮሞ,ተማረ,ጨረሰ,,,,,,,,,,,,,,,,
498,አጼ,በላ,ተከላከለ,ሰራዊት,ኦሮሚያ,ልዩ,ፖሊስ,መረቀ,ወጣት,ወለጋ,ዘመተ,ኦሮሞ,ኦሮሞ,ገደለ,አየ,ከፋ,አውሬነት,ለም,እባብ,ወለደ,እርግብ,አለ,እርግብ,ቻለ,,,,
499,ታሪክ,በረታ,ሀቅ,,,,,,,,,,,,,,,,,,,,,,,,,
500,ትዳር,መሰረተ,ለመደ,ነው,ዜና,ሰማ,ደቡብ,ሰሜ,ሄደ,መብት,ተከበረ,ነው,ጥቂት,ባለሙያ,ያ,ሄደ,,,,,,,,,,,,
501,ወጣት,ተባለ,,,,,,,,,,,,,,,,,,,,,,,,,,
502,ጥንድ,ሀዋሳ,ሀይል,ዛር,ሰአት,ተሞሸረ,ረዳ,ፎቶ,ደረሰ,ሀይሉ,,,,,,,,,,,,,,,,,,
503,ባለስልጣን,አዘዘ,ግዴታ,መጥፎ,አዘዘ,ድረስ,ሴት,ክብር,ናደ,ባህርይ,ተንከባከበ,ያዘ,አዘነ,ግድ,ጥር,አጽናና,ህክምና,በለጠ,,,,,,,,,,
504,አር,ፋረ,ግብጽ,ቁልፍ,ተናገረ,,,,,,,,,,,,,,,,,,,,,,,
505,እኛ,ባህል,አለም,ተሸነፈ,ትክክል,አለ,ሳበ,ባህል,መጣ,ተሸነፈ,ልክ,ነው,አለ,ጮኸ,ወደደ,ባህል,ተዋወቀ,ተሸነፈ,ሁሉ,ባህል,ሁሉ,ምድር,ነው,,,,,
506,ወያኔ,ብልጽግና,ጥገኛ,ቀጣይ,ሀይል,ውህድ,ግንባር,ፈጠረ,ተዘጋጀ,ገለጸ,ወያኔ,ጊዜ,ተወ,,,,,,,,,,,,,,,
507,ተወ,አለ,ገባ,ጉብኝት,አጭር,ቀረ,ልጅ,እረፍት,ጨረሰ,ኮሌጅ,መለሰ,ቈየ,,,,,,,,,,,,,,,,
508,አየ,ክልል,ተግባር,ተመለከተ,አቋም,ተቃራኒ,አሰበ,ተግባር,አረመ,እርምጃ,ወሰደ,ቅጥል,ሽብርተኛ,አካል,ከፋ,ሙስሊም,በደለ,,,,,,,,,,,
509,ገና,አበረ,ከበረ,ሀገር,ሩሲያ,ግብጽ,ኤርትራ,ቡልጋሪያ,እስራኤል,ሰርቢያ,ቤላሩስ,ሞንቴኔግሮ,ጆርጂያ,ፊላ,መልካም,ገና,አል,adv,,,,,,,,,,
510,ሰላም,ደህንነት,ሀላፊ,ክልል,ምን,አይነት,ገታ,ፈጸመ,ደቂቃ,ልዩነት,,,,,,,,,,,,,,,,,,
511,ተማረ,ጉዳይ,አሰበ,adv,መንግስት,ሰጠ,ዋጋ,አስቸኳይ,መፍትሄ,,,,,,,,,,,,,,,,,,,
512,በላ,intrj,አሁን,ተፋ,መሰለ,,,,,,,,,,,,,,,,,,,,,,,
513,አሞሌ,intrj,ራስ,አለ,ጣፈጠ,adv,ድንጋይ,ተባለ,ወረወረ,ሲስተም,ለም,ተባለ,ትኬት,ክልል,ቈረጠ,ደነገጠ,,,,,,,,,,,,
514,ጥር,ኢትዮጵያ,ብሄራዊ,ምርጫ,ቦርድ,ዛሬ,እለት,አካሄደ,ውይይት,ግኝ*,ግብአት,ከተተ,ምርጫ,ጊዜ,ሰሌዳ,አወቀ,ጥር,በርካታ,ተሳተፈ,ተገኘ,ተባለ,,,,,,,
515,መላ,ክርስትና,እምነት,ተከታይ,ተወዳጀ,መልካም,አል,ሆነ,,,,,,,,,,,,,,,,,,,,
516,አንቺ,ተደሰተ,ብይ,,,,,,,,,,,,,,,,,,,,,,,,,
517,ሆሳእና,ሜዳ,ውጪ,ጣፈጠ,ድል,መዘገበ,,,,,,,,,,,,,,,,,,,,,,
518,ተመሰገነ,ባረከ,,,,,,,,,,,,,,,,,,,,,,,,,,
519,መባቻ,ንባብ,በቃ,ወለደ,አደገ,ጣሊያን,ሰፈር,እናት,ስም,ወላጅ,ወግ,ጠራ,ጀመረ,አል,እሱ,መባቻ,አለ,ቍልምጥ,ቅርብ,ወረት,አለ,መጽሀፍ,አተመ,አለ,ቍልምጥ,ሆነ,,
520,adv,አህመዲን,ቀጠለ,ድርግ,ተወራ,ሀይማኖት,ከረከረ,ለም,አወቀ,ዘለለው,ገመተ,ከበደ,ውሸት,,,,,,,,,,,,,,,
521,ታህሳስ,ተዳረሰ,ሀገር,ምርት,ደረጃ,ፍላጎት,ሰበሰበ,ነው,ላኪ,ረዳ,ግኝ*,ቻለ,ተባለ,,,,,,,,,,,,,,,
522,ቴሌኮም,num,ብር,ድጋፍ,ዩኒቨርሲቲ,ተማረ,,,,,,,,,,,,,,,,,,,,,,
523,ጻፈ,ጽሁፍ,ቴሌግራም,ግኝ*,ቻለ,ካነ,,,,,,,,,,,,,,,,,,,,,,
524,አማራ,ዩኒቨርሲቲ,ተማረ,ጉዳይ,ተመሰገነ,,,,,,,,,,,,,,,,,,,,,,,
525,ደላላ,ሌባ,ሆነ,ተግባር,መሰለ,ህዝብ,ዋነኛ,ስራ,,,,,,,,,,,,,,,,,,,,
526,ክፉ,ፈለገ,ጠየቀ,አወቀ,ፈለገ,አጀንዳ,ማን,ነዳ,ህግ,ህግ,ክብር,አለ,ግዴታ,መብት,አለ,ፈለገ,መንግስት,ትርጉም,አፈር,በላ,,,,,,,,
527,ተመሰገነ,እኛ,ጀግና,አንተ,ቤተሰብ,,,,,,,,,,,,,,,,,,,,,,,
528,ዳነ,cnj,ልብ,,,,,,,,,,,,,,,,,,,,,,,,,
529,ኢትዮጵያ,ዳያስፖራ,ኤጀንሲ,ደቡብ,ክልል,ልማት,ዳያስፖራ,ተሳተፈ,አደገ,ተቻለ,ክልል,ውይ*,,,,,,,,,,,,,,,,
530,አየ,ፈለገ,መረጠ,አየ,ቀጠለ,አለ,ሰው,ስርአት,ነፈገ,አየ,በጎ,ስራ,ደገመ,መርህ,አንጻር,ሁለት,ያ,,,,,,,,,,,
531,ምኒልክ,መጣ,ሄደ,ዘመን,ተባለ,ክልል,ሆነ,አመት,ጽዳት,አለፈ,ወቀሰ,ሰአት,በቃ,አለ,ቆሻሻ,ጠየቀ,,,,,,,,,,,,
532,እኛ,ሴት,ገለጸ,ስኬት,ቈጠረ,ነጭ,አፍሪካ,ጠበበ,እኔ,አንዲት,ኢትዮጵያዊት,መሰለ,ሴት,ደረጃ,ወረደ,ጭንቅላት,ጸጉር,ተሸከመ,ዞረ,,,,,,,,,
533,በለው,ተማረ,,,,,,,,,,,,,,,,,,,,,,,,,,
534,ነው,መታ,ምግብ,በላ,ሰላም,አጣ,,,,,,,,,,,,,,,,,,,,,,
535,በግ,አድናቂ,ሆነ,ፍየል,ጫነ,ፈለገ,ሰላማዊ,ነገደ,ታገለ,አለ,,,,,,,,,,,,,,,,,,
536,ለመደ,ቀልድ,እምር,ሆነ,ላከ,ተዘጋጀ,እኛ,አገር,ሰላም,ረገጠ,ተሞሸረ,እውነቱ,ጎበዝ,ቁም,ናቀ,ጠራ,,,,,,,,,,,,
537,ትናንት,አስቸኳይ,ጉባኤ,ደቂቃ,ፊት,ተጠናቀቀ,ድርጅት,ዝርዝር,ገለጠ,ጠበቀ,አለ,ስእል,አየ,አቶ,ጌታ,አሰፋ,ፈጸመ,ኮሚቴ,አባል,,,,,,,,,
538,ጅብ,ችኩል,ቀንድ,ነከሰ,አንተ,የት,አለ,ምን,እጥፋት,ተማረ,,,,,,,,,,,,,,,,,,
539,ጥር,ንብረት,ተካፈለ,ጥያቄ,ግንባር,ንብረት,ፈራ,ጉዳይ,,,,,,,,,,,,,,,,,,,,
540,ጥቂት,ደቂቃ,ፊት,ብይ,ጻፈ,ወቃ,ነው,አንቺ,ሆነ,,,,,,,,,,,,,,,,,,,
541,ህዳሴ,ግድብ,ትኵር,ውይይት,ነገ,አሜሪካ,ተካሄደ,ይህ,ውጭ,ጉዳይ,ሚኒስትር,ገድ,አንዳርጋቸው,መራ,ኢትዮጵያ,ልኡክ,ትናንት,መረተ,,,,,,,,,,
542,ጤና,ስራ,አማካይ,መራ,አለ,ባህላዊ,እሴት,መራ,እሱ,ወረዳ,ቀበሌ,,,,,,,,,,,,,,,,,
543,አርባ,ምንጭ,ነበረ,ባህላዊ,መስተንግዶ,ታህሳስ,,,,,,,,,,,,,,,,,,,,,,
544,ይቺ,ሀገር,ድሮ,ወረደ,ወረደ,መጣ,ዘመን,ተረከበ,ግድ,ጀመረ,ራስ,ደካማ,,,,,,,,,,,,,,,,
545,ቅርብ,ደገፈ,አማራ,ፍልስጤም,ሄደ,ሄደ,እረፍት,መለሰ,ይቅርታ,ጠየቀ,ስር,ላላ,መልእክት,ተላለፈ,,,,,,,,,,,,,,
546,አረቀ,መሰለ,,,,,,,,,,,,,,,,,,,,,,,,,,
547,ታሪክ,cnj,መሰለ,እጅ,መዳፍ,ታሪኩ,ምሳሌ,መከረ,አለ,ችግር,ቀረፈ,ችግር,,,,,,,,,,,,,,,,
548,ጫረ,አለ,ጭቅጭቅ,ፈጠረ,እውነት,ጠፋ,ነው,,,,,,,,,,,,,,,,,,,,,
549,ሰማ,ሰማ,ድርግ,አበረ,,,,,,,,,,,,,,,,,,,,,,,,
550,ወንጀል,ቈጠረ,እስር,ቤት,ገባ,አለ,ሞት,ፍርድ,ፈረደ,ወገረ,ሙት,ቤተሰብ,ፍትህ,ግኝ*,ኑሮ,ተመሳቀለ,ቤተሰብ,ብትንትን,አለ,ነዛ,መከራ,አንተ,ቤተሰብ,መጣ,,,,
551,ውነታ,ላከ,መሬት,,,,,,,,,,,,,,,,,,,,,,,,,
552,ፖለቲካ,ትግል,ያ,ሰላማዊ,ተሻለ,ቻለ,ተባባለ,ውድድር,ስድብ,ህዝብ,ቻለ,ነሳ,መረጠ,ተባለ,ሰለጠነ,,,,,,,,,,,,,
553,ስር,ኖረ,መልካም,cnj,ብዙ,ተማረ,እነሱ,,,,,,,,,,,,,,,,,,,,,
554,adv,ሶስት,ክልል,አለ,አማራ,ኦሮሚያ,ትግራይ,ብዙ,ውርጋጥ,አለ,አለ,ፍትሀዊ,ምርጫ,ተካሄደ,አሰበ,ቀልድ,,,,,,,,,,,,
555,ልዩ,ጥቅም,ልዩ,ዜጋ,ሆነ,ጥያቄ,,,,,,,,,,,,,,,,,,,,,,
556,ኢትዮጵያ,ሀይል,ተመለከተ,አለት,ነው,ሳይንስ,አስተማረ,ነበረ,ነው,ሳይንስ,adv,መንግስት,ነው,እኛ,,,,,,,,,,,,,,
557,አመመ,አባት,አለም,ፈጠረ,ፊት,ነበረ,ክብር,ራስ,ክብር,ከበረ,,,,,,,,,,,,,,,,,,
558,መልካም,ስራ,ደነቀ,ድክመት,ተቸ,ለመደ,ኢትዮጵያዊ,ትልቅ,ችግር,ቀረ,,,,,,,,,,,,,,,,,,
559,ዋጋ,ፋረ,ለቀቀ,,,,,,,,,,,,,,,,,,,,,,,,,
560,መንግስት,ሁሉ,እምነት,እኩል,አየ,አለ,አል,መጣ,አለ,ገለጸ,,,,,,,,,,,,,,,,,,
561,ግል,አየ,ቦታ,አየ,ብቃት,አነሰ,ተነሳ,ሰጠ,ጨረሰ,ብልጽግና,ወሰነ,ምርጫ,አለ,ሰው,ጤንነት,አጠራጠረ,,,,,,,,,,,,
562,ሀሳብ,ሸጠ,ድሮ,ቀረ,ብዙ,ሰራ,አሁን,ብዙ,ሰራ,ቻለ,ጠፋ,ድርግ,አዘነ,,,,,,,,,,,,,,,
563,ምን,ቀለደ,ፊት,ጥይት,ድምጽ,ናፈቀ,አለ,ዘንድሮ,ሀገሬ,ህዝብ,አለ,አመለካከት,ድብልቅ,አለ,ጥር,ኖረ,አደገ,አለ,,,,,,,,,,
564,ስሜት,ገነገነ,ጊዜ,ውነት,እውነት,ተናገረ,ፊት,ሄደ,ፈራ,ተሸማቀቀ,እትም,ደረሰ,ጉዳይ,ኪሳራ,,,,,,,,,,,,,,
565,ጋዜጠኛ,አለቃ,ሰላም,ሽልማት,አለ,ተመለከተ,ጋዜጠኛ,ድርግ,ጠየቀ,ሀሳብ,ገለጸ,ቅእት,,,,,,,,,,,,,,,,
566,ራቀ,ድንቅ,ምስጢር,ነከረ,ሴት,እግዚአብሄር,ቃል,ወለደ,ድንግል,ፈጣሪ,ወለደ,እርስ,እናት,ፈጠረ,እርስ,እርስ,ፈጠረ,ስጋ,ኤፍሬም,,,,,,,,,
567,ሰመራ,ደራ,ቤት,ገነባ,አማራ,ክልል,ቀጠለ,adv,ገነባ,አለ,,,,,,,,,,,,,,,,,,
568,ኦሮሞ,አዲስ,ቤት,ምረቃ,ዝግጅት,ገጽታ,,,,,,,,,,,,,,,,,,,,,,
569,ወቅት,ሀገር,ወጣ,ስርአት,መሰለ,ደነበረ,ረዳ,ጥቂት,አለ,በለጠ,ግልጽ,ሆነ,,,,,,,,,,,,,,,,
570,ዘጋ,መልክ,አለ,ወገኔ,መጣ,ገንዘብ,አበል,ደመወዝ,ዋለ,ተባለ,ችግር,ፈታ,ላላ,,,,,,,,,,,,,,,
571,intrj,ዘር,ደረጀ,ፓርቲ,ምርጫ,ቀረበ,ዘር,መረጠ,ፓርላማ,ገባ,አገር,ወከለ,እድር,በቃ,ሀገር,ደረጃ,ተወዳደረ,ቀሰቀሰ,ዘር,ፖለቲካ,ጉዳት,ሰበከ,,,,,,
572,መድረክ,ጀርባ,ተወራ,ምርጥ,ነገረ,ፎቶ,ተነሳ,ለየ,,,,,,,,,,,,,,,,,,,,
573,ሰው,cnj,ከፍተኛ,ስራ,,,,,,,,,,,,,,,,,,,,,,,,
574,ማረ,ተማረ,የዋህ,ሀበሻ,ተጫወተ,አለ,ምስክርነት,ደቂቃ,ሰማ,,,,,,,,,,,,,,,,,,,
575,ራስ,አሜሪካ,ካንሳስ,ነዋሪ,ሆነ,ሳራ,አንድ,ስራ,ወጣ,መኖሪያ,ቀና,ሳለ,num,እድሜ,ጠና,አዛውንት,መንገድ,ዳር,part,ለመነ,ተመለከተ,,,,,,,
576,ጀመረ,ነገረ,ወጣትነት,ህዝብ,ሀገር,ደህንነት,ብዙ,ሰራ,ምስጋና,cnj,አንተ,ሰደደ,ገብ,ውነት,ዘገየ,ሆነ,,,,,,,,,,,,
577,ክፍል,አለ,ርእስ,ያእቆብ,መልእክት,part,ሰጠ,ትምህርት,adv,ሀሙስ,አካፈለ,,,,,,,,,,,,,,,,,
578,አማራ,አንተ,,,,,,,,,,,,,,,,,,,,,,,,,,
579,ተማረ,ትግል,ፈርጥ,አለ,መታ,ሀሳብ,ተቀበለ,ገበሬ,ገንዘብ,መሬት,ሸጠ,ችግር,ወደቀ,አለ,,,,,,,,,,,,,,
580,ገና,ተጫወተ,ዱላ,ኳስ,ስም,,,,,,,,,,,,,,,,,,,,,,,
581,ኦሮሚያ,ልዩ,ፖሊስ,ታከለ,ተወርዋሪ,ሰራዊት,ደባ,አለጠ,ተገኘ,ቀጠለ,ትልቅ,እቅድ,ጥምረት,post,ሆነ,ሰካ,cnj,ብልጽግና,post,ወደቀ,ታከለ,ራእይ,ጠነከረ,ቀጠለ,,,,
582,ጥር,እኛ,ወደደ,,,,,,,,,,,,,,,,,,,,,,,,,
583,ኦሪት,ዘዳግም,ሰው,እግዚአብሄር,አፍ,ውጥእ,ህይወት,ኖረ,እንጀራ,ህይወት,ኖረ,አወቀ,ተጨነቀ,ራበ,አንተ,አወቀ,አባት,ወቃ,መና,በላ,,,,,,,,
584,ኦሮሞ,ወንድማማችነት,ዘመን,ተሻገረ,ሰበረ,ድልድይ,ስል,ሀላፊ,አቶ,አንዱአለም,ታደሰ,ገጽ,ፋረ,,,,,,,,,,,,,,,
585,ጊዜ,ብር,intrj,ብር,አለመ,ብር,ሰጠ,መቶ,ብር,ካርድ,ገዛ,ብይ,,,,,,,,,,,,,,,,
586,ገፋ,አበረ,ኢትዮጵያ,ተስፋ,,,,,,,,,,,,,,,,,,,,,,,,
587,ሀገር,ፍትህ,ስርአት,ገለልተኛ,ሚዛናዊ,ሆነ,ፍትህ,ተገኘ,አሰበ,ተጃጃለ,አምባገነን,ተገለገለ,ሆነ,አለ,ኤርሚያስ,ምክንያት,ችሎት,ፍርድ,ቤት,,,,,,,,,
588,መፈክር,ፈረሰ,መፈክር,ቀጠለ,ደፈነ,ጠቀለለ,ሚኒስትር,,,,,,,,,,,,,,,,,,,,,
589,ምድረ,ሽፍታ,ልጅ,ጥርስ,ወርቅ,ቀረረ,ዘረፈ,ስንት,ኢላማ,ድርግ,ግፍ,ገደለ,ሰራ,ብድር,ልጅ,አየ,በቀለ,ተቀበለ,እግዚአብሄር,ይመስገን,,,,,,,,
590,ድሀ,አባት,ልማት,መራ,እግዚአብሄር,ጠበቀ,,,,,,,,,,,,,,,,,,,,,,
591,አባይ,ወንዝ,ፍሰት,ጠበቀ,ቀረበ,ጥያቄ,ውድቅ,ድርግ,,,,,,,,,,,,,,,,,,,,
592,ቈላ,cnj,ሆነ,እኛ,ፍላጎት,ትክክለኛ,ጥያቄ,ነው,አሁን,ሰአት,adv,አሰበ,ተጨነቀ,አለነ,cnj,ስሜት,ሆነ,አሁን,እውነት,ግራ,ገባ,,,,,,,
593,አመት,ሙሉ,ፓርቲ,መንግስት,ጠቀመ,ቢሊዮን,ቈጠረ,ግብር,ከፋይ,ገንዘብ,ድርጅት,ከፈለ,አለባቸው,ለየ,ዘረፈ,ገንዘብ,ህግ,ድርሻ,,,,,,,,,,
594,አርሲ,ነገሌ,እግዚአብሄር,አብ,ሁሉ,ጊዜ,ተባለ,ደስታ,ዘመረ,ቀን,adv,መጠጠ,,,,,,,,,,,,,,,,
595,መታወቂያ,ምን,ህግ,ኖረ,ሰጠ,ደነቀ,cnj,ጠራ,ቻለ,ድርጅት,ፖለቲካ,ፓርቲ,ወፍራም,መስመር,,,,,,,,,,,,,,
596,ህግ,ባለሙያ,ተናገረ,አመት,አመነ,ፈጀ,መሰለ,,,,,,,,,,,,,,,,,,,,,
597,ሰላ,አራጌ,ኢትዮጵያዊ,ሆነ,ረገጠ,,,,,,,,,,,,,,,,,,,,,,,
598,አፍ,አለ,ልብ,ደረሰ,,,,,,,,,,,,,,,,,,,,,,,,
599,ጌታ,አረጋዊ,ጉዳይ,መጽሄት,ባለቤት,ዝግጅ*,,,,,,,,,,,,,,,,,,,,,,
600,ዛር,ምርጥ,ቀን,ነገ,በለጠ,ተሻለ,ሆነ,intrj,,,,,,,,,,,,,,,,,,,,
601,አየ,ብልጫ,ፈጠረ,ድል,ገብረመድህን,ሀይል,,,,,,,,,,,,,,,,,,,,,,
602,ማህበረሰብ,አማርኛ,አስተማረ,ረገጠ,ድብይ*,ወቃ,ደቀደቀ,adv,አለ,አለ,አለቃ,ተረጐመ,,,,,,,,,,,,,,,,
603,ቀኝ,ግራ,ተመለከተ,ዙሪያ,መተረ,አይን,ሁሉ,አየ,ጨለማ,cnj,አይን,አንተ,ነሳ,ፊት,ተስፋ,ተናገረ,ብሩ,ቀን,ፊት,ያዘ,ቆመ,አለ,,,,,,
604,ኢትዮጵያዊ,ዲሞክራሲ,,,,,,,,,,,,,,,,,,,,,,,,,,
605,ነበረ,በለው,ብዙ,አለ,ለቀቀ,ደግ,,,,,,,,,,,,,,,,,,,,,,
606,ገመተ,cnj,ብልጽግና,ምርጫ,ገነጠለ,መሰለ,ጀመረ,ደመረ,ብልጽግና,ቀላቀለ,ክልል,ተሸነፈ,ብልጽግና,ተንሸራተተ,አሸናፊ,አውራ,ሆነ,,,,,,,,,,,
607,ፓርቲ,ዜግነት,ሰጠ,,,,,,,,,,,,,,,,,,,,,,,,,
608,ትልቅ,ንግር,ፊልም,መሰለ,ታሪክ,,,,,,,,,,,,,,,,,,,,,,,
609,ለመደ,በርታ,ተስፋ,ሰጪ,ፎቶ,,,,,,,,,,,,,,,,,,,,,,,
610,ጽንፈኛ,ፖለቲካ,ነፍጠኛ,ከበበ,አረደ,አንድ,ህይወት,ላጠ,ቤተሰብ,ዘና,ለም,አጋር,አሉ,ውዳቂ,,,,,,,,,,,,,,
611,ቅል,ራስ,ጭንቅላት,ልክ,ውጪ,ውስጥ,ባዶ,,,,,,,,,,,,,,,,,,,,,
612,በጎ,ቻለ,በጎ,ስራ,በጎ,መለሰ,ቻለ,ተባለ,ፍቅር,ዘራ,አለ,ሌላ,ድርግ,ታደለ,መራ,ደገመ,ህዝብ,ታላቅ,ጸጋ,,,,,,,,,
613,እገዛ,ሀገር,ጠላት,ተጠቃ,መደዴ,ጀግና,ዋለ,ሉአላዊነት,ተመጻደቀ,ሀገር,ሉአላዊነት,አንድነት,,,,,,,,,,,,,,,,
614,ቀየረ,ወጥ,ጣፈጠ,ደደብ,ደደብ,አዲ,መጣ,ኤርትራ,አባት,መቃብር,ምን,ልብ,ፈርሳም,ጥር,ስጋ,part,አለ,ሆዳም,,,,,,,,,,
615,ላከ,ኦሮሞ,ህዝብ,ሀገር,ቀጠለ,ወሰነ,ማህበረሰብ,,,,,,,,,,,,,,,,,,,,,
616,ገና,አል,እርድ,እንስሳ,አዲ,አበባ,ከተማ,አስተዳደር,ቄራ,ድርጅት,ቀረበ,ይህ,ሰንጋ,ቀረ,በግ,ፍየል,አወቀ,,,,,,,,,,,
617,መልካም,ሰንበት,ሰንበት,ረድኤት,በረከት,ተሳተፈ,አምላክ,እመቤት,intrj,እስራት,ሀገር,ኢትዮጵያ,አራ,ቀኖ,ክፉ,ጠበቀ,,,,,,,,,,,,
618,ቴአትር,ቤት,ሀላፊ,ረገጠ,ለየ,ብሄረሰብ,ባህል,አየ,ቴአትር,አማርኛ,ቋንቋ,አማርኛ,ተናገረ,ተመልካች,ዝግጅ*,,,,,,,,,,,,,
619,አማራ,አለ,ልዩ,ዞን,ተደራጀ,ድርግ,ፈለገ,ሰላማዊ,ሰልፍ,ድርግ,ክልል,እትም,ክልል,አሰበ,ቅዠት,,,,,,,,,,,,,
620,ናንት,ወጣት,መሰለ,ሽማግሌ,ገዛ,ትህትና,እርስ,እርስ,ከበረ,ኩራተኛ,ተቃወመ,cnj,ጸጋ,ሰጠ,ጴጥሮስ,,,,,,,,,,,,,
621,አጠቃላይ,ወለጋ,መንጋጋ,,,,,,,,,,,,,,,,,,,,,,,,,
622,ሆነ,አዘነ,,,,,,,,,,,,,,,,,,,,,,,,,,
623,መላ,አማራ,ህዝብ,ድርጅት,ሀላፊ,ነበረ,አለ,መታ,ትክክለኛ,ተናገረ,ናፈቀ,ተስፋ,ህዝብ,,,,,,,,,,,,,,,
