,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
434,ሀድያ,ዞን,ምክር,ቤት,ሀድያ,ብሄር,ክልል,ተደራጀ,ጥያቄዉን,"""የክልሉ",ምክር,ቤት,"ባለማስፈጸሙ""",ፌዴሬሽን,ምክር,ቤት,ይግባኝ,ቀረበ,ሀድያ,ዞን,ግንኙነት,ጽቤት,,,,,,,,,,
435,ስለቦነስ,ተወራ,ተማረ,ታህሳስ,ጨረሰ,ሰኔ,ጨረሰ,ወርሃ,ቦነስ,የቦነስ,ባለማእረጎችን,ትዝታ,ቀሰቀሰ,,,,,,,,,,,,,,,,,,,
436,ናቀ,ተባለ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,ከብሄርተኝነትና,ጸዳ,ምርጫ,ፍትሀዊ,ቻለ,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,ረዳት,ሴት,ኖረ,ፓርቲ,ቀየረ,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,ዘፈን,ከሀ,ፐ,ስክትክት,ሰማይ,ያንሳፍፋል,,,,,,,,,,,,,,,,,,,,,,,,,,
440,ጀመረ,ምርጫ,ተሸነፈ,ክላሽንኮቭ,ብሄር,ፖሊሲ,ግድ,መረጠ,እምብዛም,,,,,,,,,,,,,,,,,,,,,,,
441,ኛ,ምሉ,ሰፋ,እግዚያብሄር,ስፍራ,ወሰነ,ስፍራ,እግዚያብሄርን,ወሰነ,ተገኘ,,,,,,,,,,,,,,,,,,,,,,
442,ሰሞን,አምፓል,ቈጠረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,ንግድ,ገባ,የሚባርቅበት,ሚድያሱራፌል,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,ረዳ,"ለ""ፊውዳሉ","ስርአት""",ጥብቅ,ቆመ,ለየ,አንደማንኛውም,ሀይማኖት,ገባ,መንግሰታዊ,ስርአት,ሀይማኖት,ባህል,ወገንተኝነት,ነበረ,ካደ,ተቻለ,መሰለ,,,,,,,,,,,,,,
445,አገር,መሰረተ,ጀመረ,ቆመ,ፈለገ,መሰለ,ከእዚህ,በህዋላ,ኢትዮጵያዊነት,ተግባር,በአዝማሪ,ቆመ,መሰለ,አዎ,ተግባር,,,,,,,,,,,,,,,,,
446,ምርጫ,አፈና,ጀመረ,"""ባልደራስ",ለእዉነተኛ,ዲሞክራሲ,"ፓርቲ""",መንግስት,ተጽእኖ,አዳራሽ,ከለከለ,ሜዳ,ወለደ,ፊት,ፊት,መራራ,ትግል,ይጠ,,,,,,,,,,,,,,
447,በላ,እንግዲህ,ዛፍ,ተክል,አወቀ,አካውንት,ከፈተ,ታዲያ,,,,,,,,,,,,,,,,,,,,,,,,
448,ለታ,ወሎ,ዩኒቨርሲቲ,አጠገብ,በባስ,አለፈ,ረዳት,ለሹፌሩ,ጠጋ,"""",ቀስ,ከበበ,አህያ,በዛ,"""",አይይይ,ዩኒቨርሲቲ,ማረ,መኧለጃ,,,,,,,,,,,,,
449,አጭር,አወቀ,መንገድ,ሄደ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,ተወሀደ,ትንሽ,ቢገዳደሩት,ጥሩ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,ህግ,በላይነት,ዙሪያ,ተስፋ,ቈረጠ,ቀረበ,ተስፋ,ቈረጠ,ገባ,,,,,,,,,,,,,,,,,,,,,,,
452,ህዳር,በእለተ,አክሱም,ጽዮን,ማርያ,የአድዋው,ሰይጣን,ህወሃት,ግብአተ,መሬት,ፈጸመ,ህወሃት,,,,,,,,,,,,,,,,,,,,
453,ባህርዳር,አባት,እንባ,ባህር,ዳር,ሙስሊም,ሰልፍ,ነካ,አባት,—,,,,,,,,,,,,,,,,,,,,,,
454,ኛ,በሀሳዊያን,ዞረ,የትዊተር,አካውንት,ለቀቀ,መረጃ,ተቀበለ,ተሰራጨ,ራስ,እኩይነት,ኛ,ቋንቋ,ከመግባቢያነት,አለፈ,መሪ,ሀገር,ጥቅም,ጠበቀ,ብልሀት,ውሳኔ,ሰጭነትን,መዘነ,,,,,,,,,
455,ንቅል,ጀመረ,ቅዱስ,ለውጥ,አወቀ,ቀጠለ,ዥልጥ,ተመቸ,,,,,,,,,,,,,,,,,,,,,,,,
456,ምነው,ቀልድ,ንጹሀን,ባናረገው,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,ስንፍና,ግልጽ,አመነ,አረፈ,እንቁላል,ጠበበ,ወሰነ,,,,,,,,,,,,,,,,,,,,,,,,,
458,ዝባዝንኬ,ተወራ,ሽፍታ,ፖለቲካዊ,ግብ,ያዘ,ጫካ,ገባ,አወቀ,ተነጠለ,"""ለክፉ","ቀን""",ጠበቀ,እያባበሉም,እያሰታጠቁም,ቈየ,መረጠ,እነርሱው,,,,,,,,,,,,,,
459,ከንትባችን,ግን,አደለ,አያየን,ነውየራሳችን,ከተማ,ተቋቋመ,ገፋ,ያሁነያ,,,,,,,,,,,,,,,,,,,,,,,
460,ምሽት,ቤት,ከበበ,ብልት,ይቀሰራል¡,ቀሰረ,ብልት,ደገመ,ያስፈልገዋል¿,,,,,,,,,,,,,,,,,,,,,,,
461,ሁኔን,ደመረ,ውይ*,ውይይት,ዉጤታማ,ሁለችንም,ከአብቹ,ጎን,እንቁ,,,,,,,,,,,,,,,,,,,,,,,
462,ፓርቲ,ጽህፈት,ቤት,ንብረት,ርክክብ,ተገኛኘ,ጉዳይ,እልባት,ግኝ*,ምርጫ,ቦርድ,ለኢዜማ,ህጋዊ,እውቅ,ሰጠ,ኢዴፓ,አሰበ,,,,,,,,,,,,,,,
463,ከለከለ,ልክ,ብዙ,ተገኘ,በማያቀው,ስታድየም,ኳስ,አየ,ግልጽ,መሰለ,,,,,,,,,,,,,,,,,,,,,,
464,ሁሌ,ተዝረከረከ,ወጣ,እንዴ,ማፈቅራትን,ልጅ,ማገኛት,,,,,,,,,,,,,,,,,,,,,,,,,
465,ጥሩ,ተመሰገነ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,ዛሬ,ጠዋት,ግብጽ,ሱዳን,ሚኒስትር,አዲ,አበባ,ህዳሴ,ግድብ,ዙርያ,መከረ,ጀመረ,ኢንጂነር,ስለሺ,በቀለ,ውይይት,ግድብ,ሞላ,ጠቀመ,ድርቅ,,,,,,,,,,,,
467,ጥቆማ,እግዜር,ያክብርለኝ,ንዋይ,ዘፈን,ከልኬት,,,,,,,,,,,,,,,,,,,,,,,,,,
468,እህት,አንጀት,አረረ,ቁንጅና,ጠፋ,መልክ,ሰላም,አይሆን,እናርገውምጽ,,,,,,,,,,,,,,,,,,,,,,,
469,ዶሮ,ለሊቱን,ተኛ,ያስባለው,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,ቃና,ግርማ,በየነ,ተጫወተ,ፈለገ,አዲ,ለቀቀ,ነጠላ,ተራ,ሰራ,አየ,ጀመረ,,,,,,,,,,,,,,,,,,,,
471,ተነሳ,ሰደድ,እሳት,ሚሊዮን,እንሰሳ,ሞተ,,,,,,,,,,,,,,,,,,,,,,,,,,
472,የጣኦተ,ሚትራ,አረማዊ,ተመኘ,መልካ,"""የማትበገረዋ",ጸሀይ,"ልደት""",ለክርስቶሳውያን,መልካ,ገና,,,,,,,,,,,,,,,,,,,,,
473,እስር,ቤት,ዘበኛነት,አማረ,ሰማ,ይጠበቅይል,ዘባረቀ,ስራ,ዘነጋ,ማነህ,ዘበኛ,,,,,,,,,,,,,,,,,,,,,
474,የአደዋ,ተጋሩዎች,ጠቀመ,ቻለ,ግን,አፈር,በላ,ኦሮሞ,ጠባብ,ሲገሉ,አማራ,ትምክህተኛ,ሲገሉ,ቀን,ትንፍ,ላላ,ጭራሽ,ዞረ,ጌታቸው,አሰፋ,,,,,,,,,,,,
475,ልክ,ለየ,አተገባበር,ጠቀመ,ላከ,ለዛ,,,,,,,,,,,,,,,,,,,,,,,,,,
476,አንዴት,ከእዉቀት,ነጻ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,ቆሻሻ,ስው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,አሜን,አሜን,አሜን,መልካ,ደረሰ,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,"""ወልዶ",አደገ,ብዙ,አወቀ,አፍ,ሰጠ,እጅ,"ሲርቅበት""",,,,,,,,,,,,,,,,,,,,,,,,
480,ድንቅ,ውነተኛ,ዲሞክራሲ,ለማያቃችሁ,ጠና,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,ኢንቨስትመንት,ጨበጠ,መልክ,ኦሮሚያ,አጎራባች,ክልል,ሄደ,,,,,,,,,,,,,,,,,,,,,,,,,
482,ያዘ,እኝኝኝኝ,የትዊተር,ፖለቲኮኞቻችን,ጠርዘኞች,ሁልሽም,ሀገር,ሰላም,ሰጠ,ጠጅ,ያስተፈስ,ልበ,ሰብ,,,,,,,,,,,,,,,,,,,
483,ሀሳብ,ድንቅ,ጫነ,ግን,ላእቃ,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,የቴፒ,ከተማ,ሰላም,ጸጥታ,ስጋት,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,ህግ,ስርአት,ከበረ,መንግስት,ደህንነት,አመነ,ትምህርት,ቤት,ወጥ,መራ,ገታ,ጊዜ,መንግስት,,,,,,,,,,,,,,,,,,,
486,መሬት,ግል,ተዛወረ,ግን,ብዙ,ሀይል,ክምችት,ከበበ,ሰፊ,አረሰ,መሬት,ወደአለበት,ከበበ,ሄደ,ተከራይቶገዝቶ,ኮንትራት,ቻለ,ድል,ፈጠረ,,,,,,,,,,,,,
487,እኮ,ደህና,አወቀ,ቈየ,ዝም,አለም,ፈለገ,ተገኘ,,,,,,,,,,,,,,,,,,,,,,,,
488,አዲስ,ተቃወመ,ፓርቲ,ሳልሳይ,ወያነ,ትግራይ,ሳወት,ነገ,ጀመረ,ጠቀለለ,ጉባኤ,ያደርጋልሳወት,ጉባኤ,ፕሮግራም,ያጸድቃልአመራሮቹ,መረጠ,ተብሏልሳወት,የኢፌዲሪ,ህገ,,,,,,,,,,,,,
489,ኖ,ኬንያዊ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,ቀድሞ,አርበኛ,ግንቦት,የኢዜማ,አባላቶች,ደጋፊ,መላ,ኢትዮጵያዊ,ካነ,ገና,አል,ደረሰ,በአል,ጤና,ሰላም,ደስታ,ፍቅር,,,,,,,,,,,,,,,
491,ልጅ,ስልክ,ሰረቀ,አልመጣምእያለቀሰ,"""እኔ",አዘነ,እኮ,ስልክ,አደለ,ቴሌ,ሰጠኝ,ስጦታ,"ነው""",,,,,,,,,,,,,,,,,,,
492,ቀረበ,ማነጻጸሪ,ጥራዝ,ነጠቅ,ዝምብለህ,ጫካ,ከተማ,ሰላም,ገብ,በቂ,,,,,,,,,,,,,,,,,,,,,,
493,እምዬ,ጉድ,ለየ,ክትክታ,አወቀ,ትውልድ,,,,,,,,,,,,,,,,,,,,,,,,,,
494,በሀላ,ከመስጂድህ,ራስ,ከለከለ,ኢትዮጵያዊ,ሙስሊም,በሀላ,ተስፋ,አላህ,,,,,,,,,,,,,,,,,,,,,,,
495,ጎጃሜዎች,ስድብ,"""እንጭቅ""",ግን,አወቀ,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,መልካ,ኢየሱስ,ክርስቶስ,ልደት,አል,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,ኛ,ቆሮንቶስ,ጌታ,ኢየሱስ,ክርስቶስ,ጸጋ,እግዚአብሄር,ፍቅር,ነፈሰ,ቅዱስ,ህብረት,ከሁላችሁ,,,,,,,,,,,,,,,,,,,,
498,•,አማራ,ክልል,አዲ,መሰለ,ብር,አተመ,አማራ,አክቲቪስቶች,ደሞ,ፖለቲካ,ጠቀመ,እስላም,አለፈ,ቸገረ,ረዳ,,,,,,,,,,,,,,,,
499,ሰለማችን,ጠበቀ,ልማት,ወሳኝ,ማእከል,ሰላም,አለቃ,ኢየሱስ,ሰላም,ጠበቀ,,,,,,,,,,,,,,,,,,,,,,
500,"""አዲሱ","መንግስት""ና",ህገመንግስታዊነት,ረጅም,ገመድ,ህገመንግስታዊነት,የህገመንግስቱ,መተግበር,ልኬት,,,,,,,,,,,,,,,,,,,,,,,
501,ትግሬ,ምቀኝነት,የገማቹህ,ህዝብ,አናሳ,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,ልክ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
