,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
4104,እግዚአብሄር,ታላቅ,ድርግ,ደሰመ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,ጉራ,ኮንፊደንስ,ስራ,አየ,ጥንካሬ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,ያሬድ,ጥበብ,“መምህር”,ዘመድኩን,በቀለ,አይነት,ተልእኮ,ያዘ,ያሬድ,ጥበብ,የሚለየጸው,ሰቀለ,አለማንገቡ,ዘር,ቦካ,ፖለቲካ,ወጣ,አጣ,ሀይማኖት,እኩል,ጫረ,ሰአት,ሳበ,በተለይ,በእስል,,,,,,,,,,,
4107,"""መቐለ",የመሸጉት,"ወያኔዎች""ማለትህ",ወያኔነት,እውቀት,ድርቀት,ጥላቻ,ያሳያልየህወሀት,መሪ,ትግራዋይ,ወያኔ,ነውወያኔ,መንፈስ,ነውወያኔ,እምቢ,ጭቆና,ገዛ,አሻፈረኝ,,,,,,,,,,,,,,,,,,
4108,አማራ,ምሁር,ተብየዎች,ሆድ,ኖረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,ፌዴራሊስት,ሀይል,ባንዲራ,ዘለለ,መሬት,ተቋም,ተቋቋመ,አለባቸው,ፊት,ከበፊቱ,ከፋ,ገጠመ,አማ,,,,,,,,,,,,,,,,,,,,,,,
4110,ትግሬ,ነጻ_ውጥእ,ባንዳ,ለም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,ጥር,ድያስፖራው,ገዛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,ፍጹም,በአስመሳይነት,በአድር,አይነት,አንባገነንነት,ትከሻ,ፈቀደ,ትክክለኛ,ለውጥ,ተሻለ,ድል_ዲሞክራሲ,ወራጅ,,,,,,,,,,,,,,,,,,,,,,,,
4113,በህወሀትተረድተው,ሀብት,ሙስና,ከበተ,የህውሀት,አባል,ላከ,በተለይ,በኤፈርት,ስር,ካምፓኒዎችንም,ካሳ_ከፈለ,ፍርድ,ተገደደ,ሰአት,,,,,,,,,,,,,,,,,,,,,
4114,ቪድዮ,አየ,ከፍ,ተገኘ,በተለምዶ,"""የካ","ጋራ""",ጠራ,ስፍራ,ተካሄደ,ተገኘ,ደን,ምንጠራ,ቦታ,ለሪል,ስቴት,ድርጅት,ሰጠ,አመት,ፊት,ተከለ,ዛፍ,ቈረጠ,ተገኘ,,,,,,,,,,,,
4115,ፓርቲ,ፈለገ,ጋ,ተወሀደ,ችግር,ዲሞክራሲ,ግን,ቀጠለ,ኢዜማ,ምርጫ,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,ዛሬ,ግጥም,አየ,አወቀ,ቤቲ,"""በጣም",ብዙ,አስቂኝ,ፎቶ,ሰረረ,ደሞ,ቆንጆ,ልጅ,ተመኘ,ተቀበለ,"አይመስለኝም""",ጎበዝ,ልጅ,"""በጣም",ረጅም,ቀጣ,ደረት,አጥንት,"ያምራል""",,,,,,,,,,,,
4117,ኢትዮዽያኒዝም,ተራመደ,ቢሮ,ሰራ,ጎ,ፈንድ,ሚ,ሰውዬ,አ,እሰይ,ድሮ,ጉነግ,,,,,,,,,,,,,,,,,,,,,,,,
4118,ትንሽ,ቈየ,ልበልያው,ለውጥ,ቈጠረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,ሞጣ,ደረሰ,ጉዳት,ገቢ,ስብስብ,ዘመቻ,ጀመረ,ነገ,ጁምአ,ጥር,ደገመ,ሰበሰበ,እለት,እስልምና_ጉዳይ,ምክር_ቤት,ተከተለ,ባንክ,ሂሳብ,ቍጥር,ጠቀመ,አቅም,ግፍ,,,,,,,,,,,,,,
4120,ሞጁል,ስነ,ህንጻ,ስነ,ጽሁፍ,ዘመን,ቋጠረ,ቍጥር,ታሪክ,ጻፈ,ምእራፍ,ስር,ግእዝ,መጣ,ችግር,ተነተነ,ኛ,ግእዝ,መጣ,ግሪክ,አል,ቀጠለ,,,,,,,,,,,,,,
4121,ራስ,የግዜ,ቋጠረ,የምንኖራቼዉ,ቀን,አላህ,መጪዉን,ቀና,ካለፈዉ,የተሻለያድርግልን,ለሁላችንም,ሳላመስግንህ,ላፈ,ዶር_አብይ,ሰላምታ,ነሳ,,,,,,,,,,,,,,,,,,,,
4122,አብይ,ወደደ,ምናምን,የመጠቀባጥረውን,ቀን,ጅብ,ድርግ,ጥቅም,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,በደቂቃወች,ልዩነት,አብይ,አማራ,ክልል,ኰሳ,ወጦ,እባብ,ምላስ,ዘረጋ,የኛዋ,አተላ,ደሞ,ተቀበለ,ይሄን,አወገዘ,በቃ,እዚ,ለየ,ግን,ሽብር,ቡድን,ሲታገቱ,አወገዘ,ጠፋ,,,,,,,,,,,
4124,ቱርክ,ምክር_ቤት,ራቺብ,ጣይብ,ኤርዶኻን,ሊቢያ,ወታደር,ዘመተ,ቀረበ,ጥያቄ,ጸደቀ,ግብጽ,ጉዳይ,ሰራ,ቤት,ከተመ,ጸጥታ,ምክር_ቤት,ውሳኔ,ሀሳብ,ቀረ,ተቀባይነት,,,,,,,,,,,,,,
4125,ውሀ,ልማት,ፈንድ,አዲስ_አበባ,ጨመረ,ከተማ,ቢሊዮን_ብር,ብድር,ቀረበ,ሰማ,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,ሀገር,ጠላ,ሰራ,ደስተኛ,ጠላት,እናት,ሀገር,አሴረ,ጠላት,መሳሪያ,ምንኛ,አመመ,ሬሳ,,,,,,,,,,,,,,,,,,,,,,,
4127,"""ወያኔን",ብርር,ከኦሮሞዎቹ,ስልጣን,ተቀበለ,ቀላል,"ነው""",ደመቀ_መኮንን,አመት,ፊት,"""ከላይ",አረፋ,"ነው""",ባያለው,ትናንት,ወዲያ,ገባ,,,,,,,,,,,,,,,,,,,
4128,ይሄንን,የናገረው,እኮ,አማራ,ታምራት_ነገራ,ቶላ,በላ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,አፈነ,ተማሪወች,ያመለጠችዋን,ልጅ,ሸሺገው,ደበቀ,ልብስ_ለበሰ,ገንዘብ,ሰጠ,ፈለገ,ሄደ,ረዳ,ኦሮሞ,አባት,ክብር,ገባ,አመት,በጎ,ተባለ,ሸለመ,ደስታየ,,,,,,,,,,,,,,,
4130,ብልጽግና,ፖርቲ,ፊት,ውድ,መሪ,ግዜ,ዛሬ,ጐን,ቆመ,ውነት,ሀገር,ወደደ,መሪ,ጎን_ቆመ,አገር,ወንበዴ,ጠበቀ,ዶር_አብይ,አረገ,ቻለ,ተጋዘ,,,,,,,,,,,,,,,
4131,ሃ_ሃ,ሃ,ጠበቀ,በቃ,መስጅድ,ቀጠለ,አጼ,ስርአት,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,ጥበብ,ገለጸ,ትርጉም,እብደ,ተመልካች,አይደል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,ታላቅ,ኦሮሚያ,ኦሮሞ,በላይነት,ሰራ,ናቸዉ,ሌላዉ,ጀዋር,ይሄንን,ወንጀል,ፈጸመ,ህግ,ከለላ,ሰቶት,ነዉ,እስቲ,ነገረ,አረደ,ህግ,ጠየቀ,ለም,እንደዉም,አብይ,ተጎጂዉን,ያናገረዉ,ገዳይ,ሄደ,,,,,,,,,
4134,ውነት,ኤፍሬም,ሀይሌ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,እንድርያስ,ቀበሌ,ዛሬ,ውሎ,መሰለ,ውህደት,አስፈላጊነት,ዙሪያ,ውህደት,ውጤት,ብልጽግና,ፓርቲ,ፕሮግራም,ውይ*,ዋለ,ታህሳስ,አመመ,,,,,,,,,,,,,,,,,,,
4136,"""መንግስት","ምንያድርግ""",ደረቅ,አበለ,"""ጽናቱን","ይስጠው""",ለሰለሰ,ገባ,ህዝብ,ደህንነት,ጠበቀ,ግዴታ,ነውውውውው,ቤክ,መስጊድኮ,ልመና,ሀላፊነት,,,,,,,,,,,,,,,,,,,
4137,በመግለጫዉም,አሜሪካ,በተጨማሪ,ጦር,ኢራቅ,ላከ,ወሰነ,ጥሞና,ተከተለ,ቀጠና,ዉጥረት,ገመተ,ተቻለ,ጦስ,ምስራቅ,አፍሪካ,በይበልጥ,በሱማሊያ,የኢራንና,ቱርክ,ተጽእኖ,ቀጠና,ጦር,ያሰማሩ,,,,,,,,,,,,
4138,የአብየን,ውድ,እምዬ,ነፍጠኛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4139,ጠበቀ,መታ,"""ጉድና",ጅራት,ከወደሀላ,"ነው""",አክስት,እትዬ,አልታዬ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,እኮ,ወዴት,ቀሰፈ,ጀመረ,ላሽ,ማለትማ,ለም,ግን,መኝታ,ቤት,ረዳ,ምነው,ረሳ,,,,,,,,,,,,,,,,,,,,,,,
4141,አማርኛ,በርኖስ,ተሰኘ,ባህላዊ,ልብስ,ረሳ,ጣረ,ወጣት,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,“ኢህአዴግ,ተባለ,አይዲዮሎጂ,መዋቅር,ፈረሰ,ፓርቲ,ተካ,ለጠሚሩ,ትልቅ,ድል,ነው”,ዶር,ብርሀነመስቀል,አበበ,ተሰኘ,,,,,,,,,,,,,,,,,,,,,
4143,ቄሮ,ዘርማ,ፋኖ,ለኢህአዴግ,ውህደት,ድርግ,ትግል,እድል,ተጠነቀቀ,አሉ,ጠማ,ሃሃሃሃ,ብልጽግና,ትግል,ሰረቀ,አዲስ,መንገድ,ጀመረ,,,,,,,,,,,,,,,,,,
4144,ተነፈሰ,የመተጋተጊያ,ነጻ,ሜዳ,ፈጠረ,የፌስቡክ,ፈጣሪ,ማርክ,ዙከንበርግንና,ባለቤት,ለማ,ንፉግነት,መሰለ,,,,,,,,,,,,,,,,,,,,,,,
4145,ድረ,ትንሽ,ምርምር,ተደረገ,የማጭበርበርያ,ዘዴ,ቀረ,ተከፋይ,ተባለ,ፌክ,ረዳ,ተቻለ,ሊንኮች,,,,,,,,,,,,,,,,,,,,,,,
4146,አነሳ,ልክ,ሲራክ,አነሳ,እርግጥ,ወሰነ,ድህነት,ማቀቀ,ገበር,መሬት,ህይወት,ቀየረ,ቻለ,ገንዘብ,ባለሀብት,ሸጠ,መለሰ,ባለሀብት,ጭሰኛ,ዋስትና,ኖረ,,,,,,,,,,,,,,,
4147,በየቦታዉ,ሰልፍ,ተደረገ,ግን,ለማ,ነዉ,የሚጮኸዉአወን,መንግስት,ግን,ጆሮ,ዳባ,አበሰ,ብሉዋልእዉነቴን,ነዉ,እምላችዉ,ፖለቲከኛ,ጠፋ,ቅርጠዉ,ተነሳ,እኛዉ,ራስ,ተከባበረ,ወደደ,ኖረ,ነዉ,ተሻለ,,,,,,,,,,
4148,እከክ,ገመድ,አፍ,ችጋር,አመጠ,ተረፈ,መሀይም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,መተግበር,ከፍተኛ,ችግር,ገጠመ,ጠየቀ,ሰለሆነም,አመት,መደበ,በጀት,ባከነ,ገባ,ቀጥታ,ይሀን,ተዘዋወረ,አወቀ,ብክነት,መደበ,,,,,,,,,,,,,,,,,,,
4150,ዶር_አብይ,ኢትዮጵን,ወደደ,ጽንፈኛ,ዘረኛ,ህውሀትም,መስመር,ድንጋይ_ወረወረ,አውቃለው,ሚሊዮን,ጐን,,,,,,,,,,,,,,,,,,,,,,,,,
4151,መአተኛ,ግጥም,ራስ,እንዲ,አሰበ,ሀንትዬ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,ደረሰ,መረጃ,አዲስ_አበባ,አደራው,ምክር_ቤት,ሰብሳቢ,ሰብአዊ_መብት,ተሟጋች,ጋዜጠኛ,እስክንድር_ነጋ,ሰላም,ምሳ,በላ,ስንታየሁ,ቸኮል,,,,,,,,,,,,,,,,,,,,,
4153,እጂግ,አዘነ,ጠገዴ,አርማጭሆ,ገደለ,በተጨማሪ,ጭንቅላት,ከፍተኛ,ደረጃ,ቈሰለ,ነበረ,ህጻን,ህይወት,አልፉል,,,,,,,,,,,,,,,,,,,,,,
4154,አቶ_ለማ,ጃዋር_መሀመድ,ሀሳብ,ሰልህ,ተጨባጭ,ተነሰቼ,ሀሳብ,ሰማ,ፖለቲካ,መሪ,ሀሳብ,መነጨ,ህዝብ,መራ,"""አንዴት","ልምራችሁ""",ህዝብ,አቅጣጫ,ጠየቀ,,,,,,,,,,,,,,,,,
4155,ረሳ,ቆንጆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,የወሲብ,ታሪክ,አንብቤ,ጨረሰ,ብኋሏ,ኮሜንት,"""ጌታ","ይገስጻችሁ""",ብይ,ምኮምተው,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,ሀጫሉ,የጊዜዉ,እያሱ,በርሄ,አል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,ድውያን,ነገ,ስራ,ሰጠ,ነገረ,እስቲ,እስቲ,ኑሮ,ደረጃ,ተሻሻለ,ረዳ,በር,አረሰ,ወጣ,ስንዴ,ሸመተ,ለመነ,በቃ,ስደት,ሞተ,በየአረብ,ሀገር,ተንከራተተ,ቀረረ,እኮ,,,,,,,,,,,
4159,ጥር,ታላቅ,ክሩሴድ,ወላይታ,ሶዶ,ተዘጋጀ,ሁላችሁም,ጋበዘ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,ችግኝ,ሚንስትር,አብይ,ሀመድ,ድሮ,ስርአት,ዛፍ,ቈረጠ,ምትክ,በብልጽና,ችግኝ,ተካ,,,,,,,,,,,,,,,,,,,,,,,,
4161,ግንዛቤ,ብልጽግና,ፓርቲ,ምርጫ_ቦርድ,እውቅ_ሰጠ,አዴፓ,ኦዴፓ,ተዋህደናል,ድርጅት,ህጋዊ,ሰውነት,ላጠ,ምርጫ_ቦርድ,ጉባኤ,ጸደቀ,ፈረሰ,,,,,,,,,,,,,,,,,,,,
4162,አላማ,ሀገር,ጥቅም,ፍትህ,ታማኝ,እጅጉ,ተመሰገነ,ወዳጅነት,ተቀየመ,ጽኑ,አላማ,ካደ,ለመደ,ደካማናት,አቢይ,ከበረ,ወዳጅነት,ታላቅ,ውነታ,አላማ,ጎን,ድርግ,ጥንካሬ,,,,,,,,,,,,,
4163,እስራት,ግድያ,ፈነቀለ,አመት,ታገሰ,ኖረ,እስር,ለቀቀ,ግድያ,እስራት,ቆመ,መንግስት,ሳይሆ,ጎሳ,አበጋዝ,መንደር,ጎበዝ,አለቃ,ቸገረ,መንግስት,አመጠ,,,,,,,,,,,,,,,
4164,አክቲቪስቶችን,ፖለቲከኛ,ጠበቀ,ተቃወመ,መምህር,መስፍን,ሰለሞን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,ባንክ,ቆመ,ባንክ,ዘበኛ,ተዋከበ,መጣ,የማነ,ፈጠጠ,ቸኮለ,አንደበት,ኮራ,ብይ,አሰብ,ድርግ,ኖ,ወዮ,እስቲ,ደህና,,,,,,,,,,,,,,,,,,
4166,እየሩሳሌም,ፍትህ,ጐደለ,ሰለጠነ,እየሩሳሌም,ነገ,ተባለ,ተገለገለ,ኢትዮዽያ,በደለ,ፍትህ,ነፈገ,ግልጽ,ኤሌክትሪክ,አመት,ሴት,,,,,,,,,,,,,,,,,,,,
4167,"""ደህና","ትውልድ""",ቀላቀለ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4168,ተደሰተ,ተመነ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4169,ጉሙዝ,ጎንደር,አይኖርምየጎንደር,ተወላጅ,ግን,ጉሙዝ,ጋምቤላው,በደብረ_ብርሀን,ለም,የደብረ,ብርሀን,ተወላጅ,ግን,ጋምቤላ,ሀብት,ፈራ,ወለጋ,ተወላጅ,ደሴ,ሄደ,ቅድ,ደሴ,ግን,ወለጋ,ቤት,,,,,,,,,,,
4170,ፍሪምባ,ተገኘ,አንትሽ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,ፓስታ,እንፋሎት,ጸዳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,እነ,በረከት,ገላገለ,በረከት,መጣ,አማራ,ሆይ,ጉድ,ስማ,አማራ,ርእሰ,መዲና,ውቢቱ,ባህርዳር,ተዳደረ,አብይ_አህመድ,ግል,ጏደኛውን,ከአገረ,አሜሪካ,,,,,,,,,,,,,,,,
4173,ሳምንት,ፊት,ፕሮቫው,ተናገረ,እኮ,ያኔም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,የኢጋድ,ጸሀፊ,ወርቅነህ,ገበየሁዶር,የኢጋድ,ሊቀመንበር,አብደላ,ሀምዶክ,መከረ,ካርቱም,መረተ,,,,,,,,,,,,,,,,,,,,,,,,,
4175,እርር,ሚያረግ,እሄ,ህጻን,ልጅ,ረባ,ሰበብ,አረግ,ልጅቹን,ማገደ,አይነት,አእምሮ,ገባ,እግዚአብሄር,ነብሱን,አጸደ,ገነት,ዋለ,እረ,ጌታሆይ,ቅዠት,ውጥእ,,,,,,,,,,,,,,
4176,እንዳተ,አይነት,አባት,አያት,ለየ,ቅእት,ሁላ,አፍ,አካውንት,ከፈተ,ገረመ,,,,,,,,,,,,,,,,,,,,,,,,,
4177,አውደአመት,ኬክ,በላ,ስጋ,ቈረጠ,ሩቅ,አየ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,የዎላይታ,ዞን,ለውጥ,ተራመደ,ጠቀለለ_ምኒስትር,አቢይ_አህመድ,ዞን,ክልል,ቆመ,ጥያቄ,መለሰ,"""የብሄራዊ",ምርጫ_ቦርድ,ሰብሳቢ,ብርቱካን,ሚደቅሳ,"እደውላለሁ""",ቃል,ገባ,ተናገረ,,,,,,,,,,,,,,,,
4179,ኦፌኮ,አሜሪካዊ,ዜጋ,አባል,የመጀመሪያዉ,ኢትዮጵያዊ,ድርጅት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,ኢትዮጵያዊ,ጠላት,እናት,ጡት,ነከሰ,ጡት_ቈረጠ,ተዘዋወረ,ትርክታምየዘረኝነትና,ሀይማኖት,አክራሪሀገሮችን,እሳት,በላ,አሸባሪ,ህዝብ,ጥቃት,ገለጠ,ኦሮሞ,"""ንቃት""ጒያ",አቀፈ,ጽንፈኛ,እሹሩሩ,ፍትህ,,,,,,,,,,,,,,
4181,እግዚአብሄር,ጠበቀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,ዛሬ,ታህሳስ,አመመ,ኳስ,ሬዲዮ,ተመለከተ,እንግሊዝ,ፕሪምየር_ሊግ,በርንሌይ,አስተንቪላ,ቀን,ድርግ,ጨዋታ,ቀጥታ,ተላለፈ,ኦያያ,,,,,,,,,,,,,,,,,,,,
4183,ቅርርብም,ጥር,ልጅ,ወቃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4184,ሳመ,ጠራ,አፈረ,ለማላቀው,እናት,ቅድስት_ድንግል,ማርያ,ህዳር,ንግስ,አል,ሰላም,አደረሳቹ,መልክ,አል,እምነት_ተከታይ,,,,,,,,,,,,,,,,,,,,,
4185,ሰፈራ,ሌሊት,ነቀነቀ,መታ,ጎማ,ፈነዳ,መሰለ,ነጋ,አወቀ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4186,ተፈትችያለሁ,ለጠፈ,ፌስ,ቡክ,ቁጥጥር_ስር,ረገጠ,ቻለ,ስልክ,ዘጋ,ዱርየዎቹ,ድራማ,ሰራ,እርግጠኛ,,,,,,,,,,,,,,,,,,,,,,,
4187,"""በጁሀር",መሀመድ,መራ,እራሱን,ቄሮ,ጠራ,ነብሰ,ገዳይ,ቡድን,መንግስት,ረዳ,ህዝብ,ተሸበረ,ተባበረ,መንግስት,አባል,አሸባሪ,ሳተ,ገባ,ቈረጠ,"እንታገላለን""",እስክንድር_ነጋ,ጋዜጠኛ,አክቲቪስት,,,,,,,,,,,,
4188,ድርጅት,ራስ,ድል,ራስ,ወሰነ,ሉአላዊ,መብት,ስልጣን,ተቀበለ,የፌዴራሊስት,ሀይል,አቀፈ,ታላቅ,ሀገራዊ,ድርጅት,መሰረተ,የኦነግ,ቃል,ተቀበለ,አወቀ,,,,,,,,,,,,,,,,
4189,ጣለ,ሰላም,ተነሳ,ፍርሀት,እኮ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,ገና,አል,መንፈሳዊ,ባህላዊ,ይዘት,መምህር,ስሙር,አላምረው,ተደረገ,ቆይታ,,,,,,,,,,,,,,,,,,,,,,,,,,
4191,ሀሰተኛ,መረጃ,ስርጭት,ተከላከለ,ወጣ,ረቂቅ_ዋጀ,ህዝብ,ወከለ,ምቤት,ውይይት,ተካሄደ,,,,,,,,,,,,,,,,,,,,,,,,,
4192,እናት,ወልደችህ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,አዲስ,አመት,ደገመ,ታህሳስ,እንዴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194,ሺ,ተቻለ,ግን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4195,ስራ,ተወራ,ገደል,ጉራ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196,"""በዚህ",ከአጋቾቹ,ስልክ,ዶለ,ህጻን,ዘና,ብር,ያዘ,ኑ,ሚል,ትእዛዝ,ደረሰ,"""እኛ",ድሀ,ብር,ተገኘ,ጠየቀ,"""",,,,,,,,,,,,,,,,,,
4197,ጊዜ,ልዩነት,ሳቀ,ቀረረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4198,በወዲያ,መጠጠ,ወዲህ,ሰማ,ላከ,ዙፋን,ነቀነቀ,ቦታ,ሳይናወጥ,ወረደ,ምሉእ,ማህጸን,ተጸነሰ,ማህተመ,ድንግልና,ከፈተ,ወለደ,ቅዳሴ,ኤዺፋንዮስ,÷,,,,,,,,,,,,,,,,
4199,አቢአዲመሬትለንጊ,ይሄንን,ሃሽታግ,ጠቀመ,ጐን,ቆመ,አል,ፍላጎት,አየ,ጠየቀ,በታላላላላቅ,ርህራሄ,,,,,,,,,,,,,,,,,,,,,,,,
4200,ውብ,ግል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,ትናንት,ዶሮ,ዛሬ,ሽሮ,ነገ,ደገመ,ዶሮ,ከዛ,ሽሮ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,ልጅ,ገነት,ገባ,ፈለገ,ሞተ,ግን,ፈለገ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,አል,አደል,በግ,ተሸከመ,መጣ,ብር,ሰጠ,እሪሪ,ለስካርቭ,ብር,በዛ,ጠፋ,ከዚ,ሶዬ,አሰበ,ጓድ,,,,,,,,,,,,,,,,,,,,
4204,ብሮ,አክኖሌጅ,ማድረግየመጀመሪያ,እርምጃ,ነዉ,ያንን,አረጋ,ፈጠረ,አረገ,ሳይለንት,ሞድ,ግራ_ግብእ,እርግጥ,,,,,,,,,,,,,,,,,,,,,,,
4205,ትክክል,እኮ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,እግዚአብሄር,ማረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4207,“ፍራሽ,አዳሽ”,ተስፋሁን,ከበደ,አፍ,ዘጋ,ፖለቲካ,ሳታሪስት,ነዉ,አርትስ,ቲቪ,ተከተለ,በረዶዉንና,ብርድ,ረሳ,መሸ,አዲስ_አበባ,ሄደ,ተስፍ,መሸ,,,,,,,,,,,,,,,,
4208,አክራሪ,አብ,አባል,ጠለፈ,ማህበር,መግለጫ,ወጣ,ሞራል,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,አይ,ድንቁርና,አሜሪካ,ፊልም,አጃቢ,ለጠፈ,ኦሮሞ,ምናምን,አይ,ዝቅጠት,,,,,,,,,,,,,,,,,,,,,,,,,,
4210,ጨመረ,እራሳቸውን,ፌዴራሊስት,ብለዉ,ጠራ,ግን,ፌድራሊዝም,አለፈ,አልፈዉ,የማያዉቁና,ስለምንነቱ,ቅጥ,ረዳ,ትህነግ,አሉ,መሰለ,ጥር,,,,,,,,,,,,,,,,,,,
4211,እኮ,ሰደበ,ናደ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4212,ልጅ,"የ""ደህና","ነሸ""",ዘመን,በላ,አፖስቶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,ባህል,እጽ,ማህበር,በእቁብ,ደገፈ,ህብረተሰብ,ራስ,ወገን,ማለደ,ድጋፍ,መከረ,ቤተክርስቲያን,እንዲያንጽ,ለጠነሰሱ,አበረ,ተሳተፈ,ምስጋና,ደረሰ,በእቁብ,ታሪክ,ተቻለ,በረታ,,,,,,,,,,,,,,
4214,ሳሊተ,ምህረት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,ገላገለ,ፈነከተ,ግብእ,ቅን,ልብ,መሰለ,እኮ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,በኢትዬ,አሜሪካ,ወታደራዊ,ትብብር,አሜሪካ,አቻቸውጋር,መከረ,ከለከለ,ሚኒስትር,ለማ_መገርሳ,ለይፋዊ,ስራ,ጉብኝት,አሜሪካ,ገብ,,,,,,,,,,,,,,,,,,,,,
4217,አንበሳማ,ሰፈር,ሄደ,ተሸነፈ,ውነት,ተናገረ,አርሰናሎች,ቀደመ,አሸናፊነት_መለሰ,ምኞት,አርቴታ,ምናልባት,ተሳካ,,,,,,,,,,,,,,,,,,,,,,,
4218,ክቡር,ዶር,ለማ,ማጋርሳ,ኦሮሞ,ትግል,ታወሰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,ኩል,ግለሰብ,ለየ,እኩልነት,ልጅ,አእምሮ,ሰረሰረ,ገባ,እጀግ,አፍራሽ,ሀሳብ,ነገረ,ወደደ,ልዩ,,,,,,,,,,,,,,,,,,,,,,
4220,ሄደ,ፖለቲካ,እርግጠኛ,ቻለ,ቀረ,መሰለ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,ወንድ,ላከ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,በለው,አሜን,እሺ,ታንክዩም,ጭምር,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,ሄደ,ቅንነት,ፈለገ,አጣ,ራስ,ፈለገ,መጠጠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,አከከ,ቸገረ,ጥልዝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,"""ፖለቲካችን",እውቀት,ደሀ,ራስ,ኑሮ,ተሸነፈ,ቅእት,ግለሰብ,ሰበሰበ,"ሆኗል""",ልደት_አያሌ,,,,,,,,,,,,,,,,,,,,,,,,,
4226,ወጣኝ,ቆመ,ቁጭ,ብይ,አየ,ነዋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,አለፈ,አመት,ሚዲያ,ግጭት,ዘገበ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,ከለከለ,ምኒስትር,ለማ_መገርሳ,አሜሪካ,የሁለትዮሽ_ከለከለ,ትብብር_ጥንክር,ዛሬ_ጠዋት,ዋሽንግተን_ዲሲ,ገባ,አምባሳደር,ፍጹም,አረጋ,አወቀ,,,,,,,,,,,,,,,,,,,,,,,
